ID,Date,Time,Rating,Day,Neighborhood,Lat,Long,CrimeDetail,CrimeType,Address
90110738,1/9/09,20:00:00,710,Unk,Downtown,-84.39054,33.76329,Auto Theft,Auto Theft,Simpson St Nw / Williams St Nw
90090202,1/9/09,2:45:00,640,Fri,Downtown,-84.39214,33.75207,Larceny-From Vehicle,Larceny,Peachtree St Sw / Martin L King Jr Dr Sw
90100135,1/9/09,22:30:00,710,Fri,Downtown,-84.39421,33.76878,Auto Theft,Auto Theft,234 Merritts Ave Nw;
90120478,1/10/09,22:00:00,512,Unk,Downtown,-84.38249,33.76774,Burglary-Nonres,Burglary,150 Pine St
90100201,1/10/09,1:58:00,430,Sat,Downtown,-84.38395,33.75993,Agg Assault,Agg Assault,201 Courtland St Ne
90131445,1/10/09,10:00:00,640,Sat,Downtown,-84.38834,33.76056,Larceny-From Vehicle,Larceny,240 Peachtree St Nw @Merchandise Mart
90100209,1/10/09,1:00:00,670,Sat,Downtown,-84.38964,33.75194,Larceny-Non Vehicle,Larceny,50 Upper Alabama
90101409,1/10/09,18:15:00,317,Sat,Downtown,-84.39133,33.75186,Robbery-Pedestrian,Robbery,82 Peachtree St (Mall)
90101271,1/10/09,16:48:00,630,Sat,Downtown,-84.39201,33.7532,Larceny-Non Vehicle,Larceny,12 Broad St Sw
90101249,1/10/09,16:30:00,640,Sat,Downtown,-84.39214,33.75207,Larceny-From Vehicle,Larceny,130 Martin L King Jr Dr
90120280,1/11/09,6:45:00,710,Sun,Downtown,-84.38006,33.75245,Auto Theft,Auto Theft,86 Pratt St Se
90110931,1/11/09,9:00:00,640,Sun,Downtown,-84.38314,33.76157,Larceny-From Vehicle,Larceny,255 Courtland St Ne @Hilton Hotel
90120702,1/11/09,13:00:00,690,Sun,Downtown,-84.38647,33.76444,Larceny-Non Vehicle,Larceny,360 Peachtree St Ne
90110772,1/11/09,11:30:00,640,Sun,Downtown,-84.3876,33.76614,Larceny-From Vehicle,Larceny,400 W Peachtree St Nw
90111404,1/11/09,20:50:00,341,Sun,Downtown,-84.38964,33.75194,Robbery-Pedestrian,Robbery,50 Lower Alabama St
90111193,1/11/09,18:02:00,512,Sun,Downtown,-84.39048,33.75594,Burglary-Nonres,Burglary,48 Forsyth St Nw
90121162,1/11/09,22:00:00,710,Mon,Downtown,-84.39239,33.76635,Auto Theft,Auto Theft,430 Centennial Olympic P Dr Nw
